SNo,SPP,Block,ICR,Inv,SMB,tagname,SCBNameinField
340,Trnl,B09,ICR09,I09_2,SCB21,ICR_09..Inv_02_PV_21_Current,ICR_09..Inv_02_PV_21_Current
341,Trnl,B09,ICR09,I09_2,SCB22,ICR_09..Inv_02_PV_22_Current,ICR_09..Inv_02_PV_22_Current
342,Trnl,B09,ICR09,I09_2,SCB23,ICR_09..Inv_02_PV_23_Current,ICR_09..Inv_02_PV_23_Current
343,Trnl,B09,ICR09,I09_2,SCB24,ICR_09..Inv_02_PV_24_Current,ICR_09..Inv_02_PV_24_Current
344,Trnl,B09,ICR09,I09_2,SCB25,ICR_09..Inv_02_PV_25_Current,ICR_09..Inv_02_PV_25_Current
345,Trnl,B09,ICR09,I09_2,SCB26,ICR_09..Inv_02_PV_26_Current,ICR_09..Inv_02_PV_26_Current
346,Trnl,B09,ICR09,I09_2,SCB27,ICR_09..Inv_02_PV_27_Current,ICR_09..Inv_02_PV_27_Current
347,Trnl,B09,ICR10,I10_1,SCB01,ICR_10..Inv_01_PV_01_Current,ICR_10..Inv_01_PV_01_Current
348,Trnl,B09,ICR10,I10_1,SCB02,ICR_10..Inv_01_PV_02_Current,ICR_10..Inv_01_PV_02_Current
349,Trnl,B09,ICR10,I10_1,SCB03,ICR_10..Inv_01_PV_03_Current,ICR_10..Inv_01_PV_03_Current
350,Trnl,B09,ICR10,I10_1,SCB04,ICR_10..Inv_01_PV_04_Current,ICR_10..Inv_01_PV_04_Current
351,Trnl,B09,ICR10,I10_1,SCB05,ICR_10..Inv_01_PV_05_Current,ICR_10..Inv_01_PV_05_Current
352,Trnl,B09,ICR10,I10_1,SCB06,ICR_10..Inv_01_PV_06_Current,ICR_10..Inv_01_PV_06_Current
353,Trnl,B09,ICR10,I10_1,SCB07,ICR_10..Inv_01_PV_07_Current,ICR_10..Inv_01_PV_07_Current
354,Trnl,B09,ICR10,I10_1,SCB11,ICR_10..Inv_01_PV_11_Current,ICR_10..Inv_01_PV_11_Current
355,Trnl,B09,ICR10,I10_1,SCB13,ICR_10..Inv_01_PV_13_Current,ICR_10..Inv_01_PV_13_Current
356,Trnl,B09,ICR10,I10_1,SCB14,ICR_10..Inv_01_PV_14_Current,ICR_10..Inv_01_PV_14_Current
357,Trnl,B09,ICR10,I10_1,SCB15,ICR_10..Inv_01_PV_15_Current,ICR_10..Inv_01_PV_15_Current
358,Trnl,B09,ICR10,I10_1,SCB16,ICR_10..Inv_01_PV_16_Current,ICR_10..Inv_01_PV_16_Current
359,Trnl,B09,ICR10,I10_1,SCB18,ICR_10..Inv_01_PV_18_Current,ICR_10..Inv_01_PV_18_Current
360,Trnl,B09,ICR10,I10_1,SCB21,ICR_10..Inv_01_PV_21_Current,ICR_10..Inv_01_PV_21_Current
361,Trnl,B09,ICR10,I10_1,SCB23,ICR_10..Inv_01_PV_23_Current,ICR_10..Inv_01_PV_23_Current
362,Trnl,B09,ICR10,I10_1,SCB24,ICR_10..Inv_01_PV_24_Current,ICR_10..Inv_01_PV_24_Current
363,Trnl,B09,ICR10,I10_1,SCB25,ICR_10..Inv_01_PV_25_Current,ICR_10..Inv_01_PV_25_Current
364,Trnl,B09,ICR10,I10_1,SCB26,ICR_10..Inv_01_PV_26_Current,ICR_10..Inv_01_PV_26_Current
365,Trnl,B09,ICR10,I10_1,SCB27,ICR_10..Inv_01_PV_27_Current,ICR_10..Inv_01_PV_27_Current
366,Trnl,B09,ICR10,I10_1,SCB28,ICR_10..Inv_01_PV_28_Current,ICR_10..Inv_01_PV_28_Current
367,Trnl,B09,ICR10,I10_2,SCB01,ICR_10..Inv_02_PV_01_Current,ICR_10..Inv_02_PV_01_Current
368,Trnl,B09,ICR10,I10_2,SCB02,ICR_10..Inv_02_PV_02_Current,ICR_10..Inv_02_PV_02_Current
369,Trnl,B09,ICR10,I10_2,SCB03,ICR_10..Inv_02_PV_03_Current,ICR_10..Inv_02_PV_03_Current
370,Trnl,B09,ICR10,I10_2,SCB04,ICR_10..Inv_02_PV_04_Current,ICR_10..Inv_02_PV_04_Current
371,Trnl,B09,ICR10,I10_2,SCB05,ICR_10..Inv_02_PV_05_Current,ICR_10..Inv_02_PV_05_Current
372,Trnl,B09,ICR10,I10_2,SCB06,ICR_10..Inv_02_PV_06_Current,ICR_10..Inv_02_PV_06_Current
373,Trnl,B09,ICR10,I10_2,SCB11,ICR_10..Inv_02_PV_11_Current,ICR_10..Inv_02_PV_11_Current
374,Trnl,B09,ICR10,I10_2,SCB12,ICR_10..Inv_02_PV_12_Current,ICR_10..Inv_02_PV_12_Current
375,Trnl,B08,ICR10,I10_2,SCB13,ICR_10..Inv_02_PV_13_Current,ICR_10..Inv_02_PV_13_Current
376,Trnl,B08,ICR10,I10_2,SCB14,ICR_10..Inv_02_PV_14_Current,ICR_10..Inv_02_PV_14_Current
377,Trnl,B08,ICR10,I10_2,SCB15,ICR_10..Inv_02_PV_15_Current,ICR_10..Inv_02_PV_15_Current
378,Trnl,B08,ICR10,I10_2,SCB16,ICR_10..Inv_02_PV_16_Current,ICR_10..Inv_02_PV_16_Current
379,Trnl,B08,ICR10,I10_2,SCB18,ICR_10..Inv_02_PV_18_Current,ICR_10..Inv_02_PV_18_Current
380,Trnl,B08,ICR10,I10_2,SCB22,ICR_10..Inv_02_PV_22_Current,ICR_10..Inv_02_PV_22_Current
381,Trnl,B08,ICR10,I10_2,SCB23,ICR_10..Inv_02_PV_23_Current,ICR_10..Inv_02_PV_23_Current
382,Trnl,B08,ICR10,I10_2,SCB24,ICR_10..Inv_02_PV_24_Current,ICR_10..Inv_02_PV_24_Current
383,Trnl,B08,ICR10,I10_2,SCB25,ICR_10..Inv_02_PV_25_Current,ICR_10..Inv_02_PV_25_Current
384,Trnl,B08,ICR10,I10_2,SCB26,ICR_10..Inv_02_PV_26_Current,ICR_10..Inv_02_PV_26_Current
385,Trnl,B08,ICR10,I10_2,SCB27,ICR_10..Inv_02_PV_27_Current,ICR_10..Inv_02_PV_27_Current
386,Trnl,B08,ICR10,I10_2,SCB28,ICR_10..Inv_02_PV_28_Current,ICR_10..Inv_02_PV_28_Current
387,Trnl,B08,ICR11,I11_1,SCB01,ICR_11..Inv_01_PV_01_Current,ICR_11..Inv_01_PV_01_Current
388,Trnl,B08,ICR11,I11_1,SCB02,ICR_11..Inv_01_PV_02_Current,ICR_11..Inv_01_PV_02_Current
389,Trnl,B08,ICR11,I11_1,SCB03,ICR_11..Inv_01_PV_03_Current,ICR_11..Inv_01_PV_03_Current
390,Trnl,B08,ICR11,I11_1,SCB04,ICR_11..Inv_01_PV_04_Current,ICR_11..Inv_01_PV_04_Current
391,Trnl,B08,ICR11,I11_1,SCB05,ICR_11..Inv_01_PV_05_Current,ICR_11..Inv_01_PV_05_Current
392,Trnl,B08,ICR11,I11_1,SCB06,ICR_11..Inv_01_PV_06_Current,ICR_11..Inv_01_PV_06_Current
393,Trnl,B08,ICR11,I11_1,SCB07,ICR_11..Inv_01_PV_07_Current,ICR_11..Inv_01_PV_07_Current
394,Trnl,B08,ICR11,I11_1,SCB12,ICR_11..Inv_01_PV_12_Current,ICR_11..Inv_01_PV_12_Current
395,Trnl,B08,ICR11,I11_1,SCB13,ICR_11..Inv_01_PV_13_Current,ICR_11..Inv_01_PV_13_Current
396,Trnl,B08,ICR11,I11_1,SCB14,ICR_11..Inv_01_PV_14_Current,ICR_11..Inv_01_PV_14_Current
397,Trnl,B08,ICR11,I11_1,SCB15,ICR_11..Inv_01_PV_15_Current,ICR_11..Inv_01_PV_15_Current
398,Trnl,B08,ICR11,I11_1,SCB16,ICR_11..Inv_01_PV_16_Current,ICR_11..Inv_01_PV_16_Current
399,Trnl,B08,ICR11,I11_1,SCB17,ICR_11..Inv_01_PV_17_Current,ICR_11..Inv_01_PV_17_Current
400,Trnl,B08,ICR11,I11_1,SCB18,ICR_11..Inv_01_PV_18_Current,ICR_11..Inv_01_PV_18_Current
401,Trnl,B08,ICR11,I11_1,SCB22,ICR_11..Inv_01_PV_22_Current,ICR_11..Inv_01_PV_22_Current
402,Trnl,B08,ICR11,I11_1,SCB23,ICR_11..Inv_01_PV_23_Current,ICR_11..Inv_01_PV_23_Current
403,Trnl,B08,ICR11,I11_1,SCB24,ICR_11..Inv_01_PV_24_Current,ICR_11..Inv_01_PV_24_Current
404,Trnl,B08,ICR11,I11_1,SCB25,ICR_11..Inv_01_PV_25_Current,ICR_11..Inv_01_PV_25_Current
405,Trnl,B08,ICR11,I11_1,SCB26,ICR_11..Inv_01_PV_26_Current,ICR_11..Inv_01_PV_26_Current
406,Trnl,B08,ICR11,I11_1,SCB27,ICR_11..Inv_01_PV_27_Current,ICR_11..Inv_01_PV_27_Current
407,Trnl,B08,ICR11,I11_2,SCB01,ICR_11..Inv_02_PV_01_Current,ICR_11..Inv_02_PV_01_Current
408,Trnl,B08,ICR11,I11_2,SCB02,ICR_11..Inv_02_PV_02_Current,ICR_11..Inv_02_PV_02_Current
409,Trnl,B08,ICR11,I11_2,SCB03,ICR_11..Inv_02_PV_03_Current,ICR_11..Inv_02_PV_03_Current
410,Trnl,B08,ICR11,I11_2,SCB04,ICR_11..Inv_02_PV_04_Current,ICR_11..Inv_02_PV_04_Current
411,Trnl,B08,ICR11,I11_2,SCB05,ICR_11..Inv_02_PV_05_Current,ICR_11..Inv_02_PV_05_Current
412,Trnl,B08,ICR11,I11_2,SCB06,ICR_11..Inv_02_PV_06_Current,ICR_11..Inv_02_PV_06_Current
413,Trnl,B08,ICR11,I11_2,SCB11,ICR_11..Inv_02_PV_11_Current,ICR_11..Inv_02_PV_11_Current
414,Trnl,B08,ICR11,I11_2,SCB12,ICR_11..Inv_02_PV_12_Current,ICR_11..Inv_02_PV_12_Current
415,Trnl,B08,ICR11,I11_2,SCB13,ICR_11..Inv_02_PV_13_Current,ICR_11..Inv_02_PV_13_Current
416,Trnl,B08,ICR11,I11_2,SCB14,ICR_11..Inv_02_PV_14_Current,ICR_11..Inv_02_PV_14_Current
417,Trnl,B08,ICR11,I11_2,SCB15,ICR_11..Inv_02_PV_15_Current,ICR_11..Inv_02_PV_15_Current
418,Trnl,B08,ICR11,I11_2,SCB16,ICR_11..Inv_02_PV_16_Current,ICR_11..Inv_02_PV_16_Current
419,Trnl,B08,ICR11,I11_2,SCB17,ICR_11..Inv_02_PV_17_Current,ICR_11..Inv_02_PV_17_Current
420,Trnl,B08,ICR11,I11_2,SCB21,ICR_11..Inv_02_PV_21_Current,ICR_11..Inv_02_PV_21_Current
421,Trnl,B08,ICR11,I11_2,SCB22,ICR_11..Inv_02_PV_22_Current,ICR_11..Inv_02_PV_22_Current
422,Trnl,B08,ICR11,I11_2,SCB23,ICR_11..Inv_02_PV_23_Current,ICR_11..Inv_02_PV_23_Current
423,Trnl,B08,ICR11,I11_2,SCB24,ICR_11..Inv_02_PV_24_Current,ICR_11..Inv_02_PV_24_Current
424,Trnl,B08,ICR11,I11_2,SCB25,ICR_11..Inv_02_PV_25_Current,ICR_11..Inv_02_PV_25_Current
425,Trnl,B08,ICR11,I11_2,SCB26,ICR_11..Inv_02_PV_26_Current,ICR_11..Inv_02_PV_26_Current
426,Trnl,B08,ICR11,I11_2,SCB27,ICR_11..Inv_02_PV_27_Current,ICR_11..Inv_02_PV_27_Current
427,Trnl,B08,ICR12,I12_1,SCB01,ICR_12..Inv_01_PV_01_Current,ICR_12..Inv_01_PV_01_Current
428,Trnl,B08,ICR12,I12_1,SCB02,ICR_12..Inv_01_PV_02_Current,ICR_12..Inv_01_PV_02_Current
429,Trnl,B08,ICR12,I12_1,SCB03,ICR_12..Inv_01_PV_03_Current,ICR_12..Inv_01_PV_03_Current
430,Trnl,B08,ICR12,I12_1,SCB04,ICR_12..Inv_01_PV_04_Current,ICR_12..Inv_01_PV_04_Current
431,Trnl,B08,ICR12,I12_1,SCB05,ICR_12..Inv_01_PV_05_Current,ICR_12..Inv_01_PV_05_Current
432,Trnl,B08,ICR12,I12_1,SCB06,ICR_12..Inv_01_PV_06_Current,ICR_12..Inv_01_PV_06_Current
433,Trnl,B08,ICR12,I12_1,SCB11,ICR_12..Inv_01_PV_11_Current,ICR_12..Inv_01_PV_11_Current
434,Trnl,B08,ICR12,I12_1,SCB12,ICR_12..Inv_01_PV_12_Current,ICR_12..Inv_01_PV_12_Current
435,Trnl,B08,ICR12,I12_1,SCB13,ICR_12..Inv_01_PV_13_Current,ICR_12..Inv_01_PV_13_Current
436,Trnl,B08,ICR12,I12_1,SCB14,ICR_12..Inv_01_PV_14_Current,ICR_12..Inv_01_PV_14_Current
437,Trnl,B08,ICR12,I12_1,SCB15,ICR_12..Inv_01_PV_15_Current,ICR_12..Inv_01_PV_15_Current
438,Trnl,B08,ICR12,I12_1,SCB16,ICR_12..Inv_01_PV_16_Current,ICR_12..Inv_01_PV_16_Current
439,Trnl,B08,ICR12,I12_1,SCB17,ICR_12..Inv_01_PV_17_Current,ICR_12..Inv_01_PV_17_Current
440,Trnl,B08,ICR12,I12_1,SCB22,ICR_12..Inv_01_PV_22_Current,ICR_12..Inv_01_PV_22_Current
441,Trnl,B08,ICR12,I12_1,SCB23,ICR_12..Inv_01_PV_23_Current,ICR_12..Inv_01_PV_23_Current
442,Trnl,B08,ICR12,I12_1,SCB24,ICR_12..Inv_01_PV_24_Current,ICR_12..Inv_01_PV_24_Current
443,Trnl,B08,ICR12,I12_1,SCB25,ICR_12..Inv_01_PV_25_Current,ICR_12..Inv_01_PV_25_Current
444,Trnl,B07,ICR12,I12_1,SCB26,ICR_12..Inv_01_PV_26_Current,ICR_12..Inv_01_PV_26_Current
445,Trnl,B07,ICR12,I12_1,SCB27,ICR_12..Inv_01_PV_27_Current,ICR_12..Inv_01_PV_27_Current
446,Trnl,B07,ICR12,I12_1,SCB28,ICR_12..Inv_01_PV_28_Current,ICR_12..Inv_01_PV_28_Current
447,Trnl,B07,ICR12,I12_2,SCB01,ICR_12..Inv_02_PV_01_Current,ICR_12..Inv_02_PV_01_Current
448,Trnl,B07,ICR12,I12_2,SCB02,ICR_12..Inv_02_PV_02_Current,ICR_12..Inv_02_PV_02_Current
449,Trnl,B07,ICR12,I12_2,SCB03,ICR_12..Inv_02_PV_03_Current,ICR_12..Inv_02_PV_03_Current
450,Trnl,B07,ICR12,I12_2,SCB04,ICR_12..Inv_02_PV_04_Current,ICR_12..Inv_02_PV_04_Current
451,Trnl,B07,ICR12,I12_2,SCB05,ICR_12..Inv_02_PV_05_Current,ICR_12..Inv_02_PV_05_Current
452,Trnl,B07,ICR12,I12_2,SCB06,ICR_12..Inv_02_PV_06_Current,ICR_12..Inv_02_PV_06_Current
453,Trnl,B07,ICR12,I12_2,SCB12,ICR_12..Inv_02_PV_12_Current,ICR_12..Inv_02_PV_12_Current
454,Trnl,B07,ICR12,I12_2,SCB13,ICR_12..Inv_02_PV_13_Current,ICR_12..Inv_02_PV_13_Current
455,Trnl,B07,ICR12,I12_2,SCB14,ICR_12..Inv_02_PV_14_Current,ICR_12..Inv_02_PV_14_Current
456,Trnl,B07,ICR12,I12_2,SCB15,ICR_12..Inv_02_PV_15_Current,ICR_12..Inv_02_PV_15_Current
457,Trnl,B07,ICR12,I12_2,SCB16,ICR_12..Inv_02_PV_16_Current,ICR_12..Inv_02_PV_16_Current
458,Trnl,B07,ICR12,I12_2,SCB17,ICR_12..Inv_02_PV_17_Current,ICR_12..Inv_02_PV_17_Current
459,Trnl,B07,ICR12,I12_2,SCB18,ICR_12..Inv_02_PV_18_Current,ICR_12..Inv_02_PV_18_Current
460,Trnl,B07,ICR12,I12_2,SCB21,ICR_12..Inv_02_PV_21_Current,ICR_12..Inv_02_PV_21_Current
461,Trnl,B07,ICR12,I12_2,SCB22,ICR_12..Inv_02_PV_22_Current,ICR_12..Inv_02_PV_22_Current
462,Trnl,B07,ICR12,I12_2,SCB23,ICR_12..Inv_02_PV_23_Current,ICR_12..Inv_02_PV_23_Current
463,Trnl,B07,ICR12,I12_2,SCB24,ICR_12..Inv_02_PV_24_Current,ICR_12..Inv_02_PV_24_Current
464,Trnl,B07,ICR12,I12_2,SCB25,ICR_12..Inv_02_PV_25_Current,ICR_12..Inv_02_PV_25_Current
465,Trnl,B07,ICR12,I12_2,SCB26,ICR_12..Inv_02_PV_26_Current,ICR_12..Inv_02_PV_26_Current
466,Trnl,B07,ICR12,I12_2,SCB27,ICR_12..Inv_02_PV_27_Current,ICR_12..Inv_02_PV_27_Current
